Unnamed: 0,User,Age,Country,Platform,Day,Month,Year,Hour,Likes,Retweets,Comment,Hashtags,worlds,value_worlds,Sentiment,Timestamp,Daily Social Media Time (hrs)
225,FearlessExplorer,43,India,Facebook,1,12,2022,9,44,22," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",#Curiosity #FearlessExplorer,246,250,Curiosity,2022-12-01 09:15:00.000000 UTC,0.89
226,FerrariSpeedster,38,Italy,Facebook,10,11,2019,14,45,22,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",#Excitement #SymphonyOfSpeed,493,497,Excitement,2019-11-10 14:00:00.000000 UTC,3.17
227,FestivalFan,23,UK,Instagram,25,9,2017,11,40,20,Arousal of excitement for an upcoming festival.,#Arousal #FestivalExcitement,159,161,Arousal,2017-09-25 11:30:00.000000 UTC,1.24
228,FilmBuffContemplativeViewer,50,Germany,Instagram,5,11,2019,21,55,28,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",#Contemplation #DeepMeanings,538,542,Contemplation,2019-11-05 21:15:00.000000 UTC,6.26
231,FilmCriticSatisfactionSeeker,27,Brazil,Twitter,10,9,2020,19,45,22,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",#Satisfaction #FulfillingEnding,540,544,Satisfaction,2020-09-10 19:45:00.000000 UTC,5.19
232,FilmLoverNostalgiaSeeker,14,UK,Instagram,25,6,2019,22,70,35,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",#Nostalgia #ClassicFilmMoments,532,536,Nostalgia,2019-06-25 22:15:00.000000 UTC,2.33
232,FireworksTriumph,46,Japan,Instagram,15,11,2017,22,45,22,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",#Success #NightSkyTriumph,488,492,Success,2017-11-15 22:30:00.000000 UTC,3.88
233,FitAchiever,22,UK,Instagram,28,2,2023,16,60,30,Pride in completing a challenging fitness challenge.,#Pride #FitnessChallengeCompleted,99,101,Pride,2023-02-28 16:00:00.000000 UTC,4.05
234,FitJourney,61,USA,Instagram,18,1,2023,18,55,28," New year, new fitness goals! 💪                    ",#NewYear #FitnessGoals,13,13,Positive,2023-01-18 18:00:00.000000 UTC,2.4
235,FitnessAchiever,62,India,Twitter,28,6,2019,18,45,22,Fulfillment in completing a challenging workout routine.,#Fulfillment #FitnessGoals,134,136,Fulfillment,2019-06-28 18:20:00.000000 UTC,5.9
236,FitnessAchiever,60,Australia,Facebook,30,6,2022,7,45,22,A sense of accomplishment after completing a challenging workout.,#Accomplishment #FitnessSuccess,364,368,Accomplishment,2022-06-30 07:00:00.000000 UTC,2.8
236,FitnessAchiever2,32,UK,Instagram,15,6,2019,10,50,25,Elation after achieving a fitness milestone.,#Elation #FitnessMilestone,150,152,Elation,2019-06-15 10:00:00.000000 UTC,6.69
237,FitnessChallenge,13,UK,Facebook,1,2,2023,8,45,22,Starting a new fitness challenge tomorrow! 💪,#FitnessChallenge #NewBeginnings,51,52,Positive,2023-02-01 08:00:00.000000 UTC,5.58
238,FitnessFan,61,USA,Instagram,15,1,2023,15,40,20,Just finished an amazing workout! 💪,#Fitness #Workout,2,2,Positive,2023-01-15 15:45:00.000000 UTC,5.81
239,FitnessJunkie,35,Australia,Facebook,28,2,2022,7,80,40,Motivated to achieve fitness goals after an invigorating workout.,#Motivation #FitnessGoals,346,350,Motivation,2022-02-28 07:15:00.000000 UTC,5.33
240,FitnessWarrior,63,UK,Twitter,22,1,2023,9,40,20,Just finished a challenging workout routine.,#Fitness #ChallengeAccepted,23,23,Positive,2023-01-22 09:15:00.000000 UTC,7.48
241,FlatTireWoesHighSchool,63,USA,Twitter,23,9,2023,14,50,25,Got a flat tire on the way to an important meeting. Talk about a series of bad events!,#BadLuckDay #HighSchoolStruggles,696,700,Bad,2023-09-23 14:15:00.000000 UTC,6.82
242,FoggyLabyrinth,57,Canada,Facebook,28,2,2022,21,16,8," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",#Despair #LabyrinthOfHopelessness,319,323,Despair,2022-02-28 21:00:00.000000 UTC,2.55
243,FoodieGoneWrong,28,India,Twitter,16,2,2023,9,35,18,Disappointed with the service at a local restaurant.,#Disappointed #BadService,65,67,Disappointed,2023-02-16 09:00:00.000000 UTC,7.56
244,FoodieMarketStreetFoodExploration,33,Thailand,Instagram,28,8,2019,19,70,35,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ",#CulinaryAdventure #StreetFoodDelights,572,576,Culinary Adventure,2019-08-28 19:30:00.000000 UTC,2.57
245,FootballFanWorldCupCelebration,57,Brazil,Instagram,15,7,2018,21,80,40,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",#Joy #WorldCupTriumph,541,545,Joy,2018-07-15 21:30:00.000000 UTC,3.89
246,ForestDreamer,29,Portugal,Facebook,15,11,2016,11,55,28,Whispers of inspiration from the rustling leaves in a serene forest.,#Inspiration #ForestWhispers,385,389,Inspiration,2016-11-15 11:45:00.000000 UTC,1.17
247,ForestDreamer,21,Portugal,Facebook,15,11,2016,11,55,28,Whispers of inspiration from the rustling leaves in a serene forest.,#Inspiration #ForestWhispers,405,409,Inspiration,2016-11-15 11:45:00.000000 UTC,5.06
248,ForestDreamer,41,USA,Facebook,28,2,2020,18,50,25," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",#Serenity #NatureWhispers,226,228,Serenity,2020-02-28 18:30:00.000000 UTC,4.3
249,FragileTrust,61,Canada,Instagram,20,5,2022,14,50,25," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",#Devastated #ShatteredTrust,315,319,Devastated,2022-05-20 14:50:00.000000 UTC,7.15
250,FriendMovingAwayHighSchool,49,Canada,Instagram,24,9,2023,17,42,21,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,#SayingGoodbye #HighSchoolEmotions,697,701,Sad,2023-09-24 17:30:00.000000 UTC,6.62
251,FriendshipGarden,42,South Africa,Instagram,28,8,2018,16,60,30,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",#Friendship #CamaraderieBlooms,480,484,Friendship,2018-08-28 16:00:00.000000 UTC,6.49
252,FriendshipRenewal,18,India,Instagram,18,11,2020,17,40,20,Joyful reunion with long-lost friends after years of separation.,#JoyfulReunion #Friendship,351,355,JoyfulReunion,2020-11-18 17:10:00.000000 UTC,5.66
253,FriendshipsEnd,44,UK,Facebook,28,11,2020,14,45,22,"Tears fall like raindrops, mourning the end of a cherished friendship. ",#Grief #LostFriendship,423,427,Grief,2020-11-28 14:20:00.000000 UTC,7.31
254,FujiSummitAchiever,64,Japan,Facebook,15,4,2020,5,55,28,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",#Accomplishment #SunriseHues,506,510,Accomplishment,2020-04-15 05:30:00.000000 UTC,2.04
255,FutureOptimist,20,Canada,Instagram,5,7,2021,9,40,20,Optimism for a bright future amidst challenging times.,#Optimism #BrightFuture,366,370,Optimism,2021-07-05 09:30:00.000000 UTC,5.86
256,GagaArtisticChameleon,39,USA,Twitter,15,4,2021,21,70,35,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",#Creativity #LadyGaga,522,526,Creativity,2021-04-15 21:30:00.000000 UTC,5.32
257,GamerX,58,UK,Twitter,20,1,2023,0,35,,Late-night gaming session with friends.,#Gaming #LateNight,17,17,Positive,2023-01-20 00:05:00.000000 UTC,5.11
258,GamingEnthusiast,51,USA,Instagram,30,5,2023,20,45,22,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",#GameOn #TeenGamer,591,595,Excitement,2023-05-30 20:45:00.000000 UTC,6.46
259,GamingEnthusiast,49,USA,Instagram,28,1,2023,9,60,30,Excited about the upcoming gaming tournament.,#Gaming #Tournament,40,41,Positive,2023-01-28 09:00:00.000000 UTC,2.61
260,GamingToxicityHighSchool,49,USA,Twitter,26,9,2023,14,32,16,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,#OnlineGaming #HighSchoolGamer,699,703,Hate,2023-09-26 14:15:00.000000 UTC,4.68
261,GardenEnthusiast,31,USA,Facebook,22,6,2023,13,50,25,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",#NatureWonders #SeniorGarden,614,618,Contentment,2023-06-22 13:45:00.000000 UTC,2.6
262,GardenEnthusiast,28,Canada,Facebook,12,5,2018,14,45,22,Captivated by the serenity of a tranquil garden in full bloom.,#Serenity #TranquilGarden,355,359,Serenity,2018-05-12 14:20:00.000000 UTC,2.62
263,GardeningEnthusiastFlowerGarden,55,Australia,Instagram,15,5,2020,18,55,28,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ",#NaturesBeauty #FloralJoy,575,579,Nature's Beauty,2020-05-15 18:30:00.000000 UTC,5.15
264,GardenOfJoy,55,UK,Facebook,15,2,2022,12,50,25,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",#Contentment #InnerPeace,473,477,Contentment,2022-02-15 12:20:00.000000 UTC,5.55
265,GardenPlanner,58,USA,Twitter,28,1,2023,14,50,,Planning a garden makeover for spring.,#Gardening #Spring,41,42,Positive,2023-01-28 14:45:00.000000 UTC,2.53
266,GildedHeartache,60,USA,Facebook,28,2,2021,22,40,20," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",#Envious #GildedPrize,307,311,Envious,2021-02-28 22:45:00.000000 UTC,0.96
267,GlowAchiever,39,Germany,Facebook,10,6,2020,17,55,28,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",#Accomplishment #HappinessMilestone,476,480,Accomplishment,2020-06-10 17:30:00.000000 UTC,6.63
268,GoalAchiever,39,Canada,Instagram,3,3,2023,14,25,12,Pride in accomplishing personal and professional goals.,#Pride #Accomplishments,108,110,Pride,2023-03-03 14:30:00.000000 UTC,3.23
269,GoalAchiever2,54,USA,Facebook,2,3,2021,9,50,25,Elation after achieving a personal goal.,#Elation #PersonalAchievement,136,138,Elation,2021-03-02 09:30:00.000000 UTC,5.19
270,GoalPursuer,46,Canada,Twitter,12,10,2023,10,30,15,Navigating through the challenges with determination.,#Determination #Challenges,334,338,Determination,2023-10-12 10:30:00.000000 UTC,5.41
271,GolfEnthusiastMissedPutt,49,USA,Facebook,20,8,2016,18,35,18,"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ",#Pressure #GolfDefeat,556,560,Pressure,2016-08-20 18:30:00.000000 UTC,4.83
272,GolfEnthusiastPrecisionVictory,54,Scotland,Instagram,10,4,2016,18,45,22,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ",#Awe #GolfVictory,547,551,Awe,2016-04-10 18:30:00.000000 UTC,6.25
273,GratitudeNow,59,India,Twitter,16,1,2023,9,50,25,Feeling grateful for the little things in life.,#Gratitude #PositiveVibes,5,5,Positive,2023-01-16 09:10:00.000000 UTC,6.7
274,GreatWallWalker,30,China,Twitter,18,8,2017,19,35,18,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",#Awe #EngineeringMarvels,505,509,Awe,2017-08-18 19:30:00.000000 UTC,6.08
275,GreenEyedMonster,32,Canada,Facebook,20,3,2017,11,20,10," Envy poisons my thoughts, coveting others' success.",#Envy #Success,187,189,Envy,2017-03-20 11:30:00.000000 UTC,6
276,GreenMonster,17,USA,Facebook,30,8,2019,10,32,16," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",#Jealous #GreenEyedMonster,304,308,Jealous,2019-08-30 10:10:00.000000 UTC,5.09
277,GreenThumbSenior,43,Canada,Twitter,3,7,2023,12,55,28,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",#GardenFriends #SeniorGreenThumb,625,629,Joy,2023-07-03 12:45:00.000000 UTC,3.4
278,GroupChatBlunderHighSchool,14,USA,Twitter,26,8,2023,17,35,18,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,#TextingFail #HighSchoolAwkward,668,672,Embarrassed,2023-08-26 17:30:00.000000 UTC,6.52
279,GroupGenius,37,UK,Twitter,26,5,2023,14,55,28,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements,#TeenSuccess #ProjectMiracle,587,591,Satisfaction,2023-05-26 14:20:00.000000 UTC,4.23
280,GroupProjectCollaborationHighSchool,41,USA,Facebook,14,10,2023,17,35,18,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,#TeamSpirit #HighSchoolProjects,717,721,Neutral,2023-10-14 17:30:00.000000 UTC,4.56
281,GrowthOptimist,27,UK,Twitter,5,10,2013,16,35,18,Hopeful about the potential for personal growth.,#Hope #PersonalDevelopment,155,157,Hope,2013-10-05 16:40:00.000000 UTC,2.67
282,GrowthSeeker,43,USA,Instagram,20,7,2014,11,50,25,Empowerment through learning and personal growth.,#Empowerment #PersonalGrowth,129,131,Empowerment,2014-07-20 11:30:00.000000 UTC,4.03
283,GrowthSeeker,14,USA,Instagram,8,3,2019,18,70,35,Reflecting on personal growth achieved through life experiences.,#Reflection #PersonalGrowth,357,361,Reflection,2019-03-08 18:30:00.000000 UTC,2.14
284,GunsNRosesRiffRockstar,14,USA,Twitter,10,12,2018,22,45,22,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",#Iconic #GNRConcert,528,532,Iconic,2018-12-10 22:30:00.000000 UTC,3.21
285,GymnasticsFanRoutineFall,55,Japan,Instagram,5,4,2021,20,55,28,"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ",#Sympathy #GymnasticsFall,555,559,Sympathy,2021-04-05 20:15:00.000000 UTC,6.39
286,HackySackChampionHighSchool,31,Canada,Instagram,29,8,2023,13,48,26,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,#HackySackChallenge #HighSchoolAthlete,671,675,Excitement,2023-08-29 13:45:00.000000 UTC,7.48
287,HairColorExperimentHighSchool,19,USA,Instagram,7,9,2023,18,39,20,Experimenting with a new hair color. A bold change for a bold semester!,#HairExperiment #HighSchoolStyle,680,684,Excitement,2023-09-07 18:20:00.000000 UTC,3.28
288,HandstandChallengeHighSchool,40,Canada,Facebook,15,8,2023,19,55,28,Attempting to break the school record for the longest handstand. Wish me luck!,#HandstandChallenge #HighSchoolAthlete,657,661,Excitement,2023-08-15 19:30:00.000000 UTC,3.59
289,HappySurprise,53,USA,Instagram,16,2,2023,14,50,25,A surprise gift from a friend made my day!,#Surprise #Gift,66,68,Surprise,2023-02-16 14:45:00.000000 UTC,3.72
290,HeartAttic,24,Australia,Twitter,10,9,2019,21,45,22,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",#Loss #ForgottenLove,468,472,Loss,2019-09-10 21:00:00.000000 UTC,6.89
291,HeartGardener,45,USA,Facebook,28,2,2023,9,40,20," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",#Grateful #BlossomingConnection,252,256,Grateful,2023-02-28 09:45:00.000000 UTC,2.43
292,HelperHeart,17,Canada,Facebook,28,8,2011,18,45,22,Feeling a sense of fulfillment after helping others.,#Fulfillment #HelpingOthers,148,150,Fulfillment,2011-08-28 18:45:00.000000 UTC,0.76
293,HikingExplorer,15,USA,Instagram,5,9,2018,14,70,35,Feeling empowered after conquering a challenging hiking trail.,#Empowerment #HikingAdventure,348,352,Empowerment,2018-09-05 14:20:00.000000 UTC,0.56
294,HistoryBuff,40,Australia,Twitter,1,11,2017,15,35,18,Reverence for the historical significance of a landmark.,#Reverence #HistoricalSite,149,151,Reverence,2017-11-01 15:30:00.000000 UTC,5.41
295,HistoryBuffMuseumExploration,41,Italy,Twitter,18,12,2015,18,55,28,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ",#EnvisioningHistory #MuseumTales,568,572,Envisioning History,2015-12-18 18:00:00.000000 UTC,0.64
296,HistoryEnthusiast,46,UK,Instagram,26,6,2023,14,60,30,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",#LifetimeAdventure #SeniorCuriosity,618,622,Curiosity,2023-06-26 14:00:00.000000 UTC,0.53
297,HistoryExplorer,50,Greece,Facebook,22,8,2016,15,35,18,Curiosity sparked by exploring a mysterious ancient ruin.,#Curiosity #AncientDiscovery,342,346,Curiosity,2016-08-22 15:10:00.000000 UTC,2.39
298,HistoryExplorerAncientCityTour,63,Greece,Twitter,18,4,2019,20,70,35,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ",#WhispersOfThePast #HistoricalTour,580,584,Whispers of the Past,2019-04-18 20:30:00.000000 UTC,3.3
299,HistoryLover,39,UK,Twitter,11,11,2019,15,35,18,Reverence for the beauty of a historic landmark.,#Reverence #History,122,124,Reverence,2019-11-11 15:00:00.000000 UTC,5.64
300,HockeyFanComebackVictory,29,Canada,Instagram,12,12,2020,20,45,22,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",#Heartwarming #HockeyFinalsComeback,550,554,Heartwarming,2020-12-12 20:00:00.000000 UTC,6.8
301,HolidayHelper,54,USA,Facebook,22,12,2015,14,35,18,Compassion towards those in need during the holidays.,#Compassion #HolidaySupport,130,132,Compassion,2015-12-22 14:20:00.000000 UTC,5.78
302,HomeBakerDeliciousMemories,27,India,Instagram,10,4,2023,17,45,22,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones. ",#JoyInBaking #HomemadeDelights,567,571,Joy in Baking,2023-04-10 17:15:00.000000 UTC,3.25
303,HomeChef,35,USA,Twitter,4,6,2023,19,50,25,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef,#CookingSuccess #TeenCook,596,600,Pride,2023-06-04 19:30:00.000000 UTC,3.3
304,HomeChef,17,India,Facebook,12,9,2015,13,50,25,Contentment in the simplicity of a home-cooked meal.,#Contentment #HomeCooking,139,141,Contentment,2015-09-12 13:20:00.000000 UTC,6.26
304,HomeChefSenior,14,USA,Instagram,14,6,2023,19,50,25,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys,#HappinessInFood #SeniorLife,606,610,Contentment,2023-06-14 19:30:00.000000 UTC,4.46
305,HomeDecorator,63,UK,Instagram,8,6,2023,16,70,35,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor,#DIYGoals #TeenCreative,600,604,Excitement,2023-06-08 16:00:00.000000 UTC,3.94
306,HopelessHeart,56,USA,Instagram,2,4,2016,20,20,10," Drowning in despair, hope slipping through my fingers.",#Despair #Hopeless,177,179,Despair,2016-04-02 20:20:00.000000 UTC,2.77
307,HopeRuins,49,Brazil,Facebook,15,3,2021,22,55,28,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",#Desolation #WhisperedLoss,446,450,Desolation,2021-03-15 22:45:00.000000 UTC,5.93
308,HorizonExplorer,34,India,Facebook,15,4,2022,8,45,22," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ",#Curiosity #NewHorizons,217,219,Curiosity,2022-04-15 08:45:00.000000 UTC,7.52
309,IcyResentment,22,UK,Twitter,15,10,2019,10,30,15," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",#Bitterness #IciclesOfResentment,320,324,Bitterness,2019-10-15 10:30:00.000000 UTC,4.64
310,ImperfectHarmony,21,Canada,Twitter,15,5,2023,16,36,18," Embracing life's imperfections, finding acceptance in the journey, scars and all. ",#Acceptance #ImperfectJourney,224,226,Acceptance,2023-05-15 16:20:00.000000 UTC,2.88
311,IndieFilmmakerFestivalSuccess,26,Australia,Twitter,18,9,2017,21,45,22,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",#Pride #IndieFilmSuccess,534,538,Pride,2017-09-18 21:45:00.000000 UTC,1.87
312,IndifferentFort,41,UK,Twitter,10,5,2018,14,28,14," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",#Dismissive #ImpenetrableWalls,308,312,Dismissive,2018-05-10 14:00:00.000000 UTC,4.18
313,IndifferentFort,50,Australia,Instagram,18,8,2018,14,24,12," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",#Dismissive #IndifferencePerformance,330,334,Dismissive,2018-08-18 14:00:00.000000 UTC,0.93
314,InkJournalist,47,India,Instagram,28,1,2023,14,60,30,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",#Grief #SilentTears,448,452,Grief,2023-01-28 14:30:00.000000 UTC,3.37
315,InquisitiveMind,27,USA,Twitter,15,4,2023,10,30,," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",#Curiosity #Learning,197,199,Curiosity,2023-04-15 10:15:00.000000 UTC,3.78
316,IsolatedMind,62,UK,Twitter,12,7,2019,18,30,15," Loneliness in a crowded room, a silent cry for connection.",#Loneliness #SeekingConnection,179,181,Loneliness,2019-07-12 18:10:00.000000 UTC,2.33
317,JayZEmpireListener,51,USA,Twitter,10,9,2017,20,35,18,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",#Pride #JayZAnthem,525,529,Pride,2017-09-10 20:15:00.000000 UTC,6.51
318,JazzMusicLover,41,USA,Instagram,29,6,2023,16,50,25,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",#TimelessTunes #SeniorJazz,621,625,Joy,2023-06-29 16:30:00.000000 UTC,1.56
319,JournalKeeper,44,Canada,Twitter,10,7,2018,15,20,10," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ",#Nostalgia #JournalMoments,212,214,Nostalgia,2018-07-10 15:45:00.000000 UTC,7.78
320,JourneyOptimist,34,Canada,Twitter,5,12,2013,16,35,18,Hopeful about the possibilities of a new journey.,#Hope #NewBeginnings,128,130,Hope,2013-12-05 16:00:00.000000 UTC,1.33
321,JoyfulDancer,25,USA,Twitter,12,7,2018,17,30,15," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",#Zest #CarefreeSpirit,248,252,Zest,2018-07-12 17:45:00.000000 UTC,7.94
322,JoyfulHeart2,31,Australia,Facebook,30,3,2012,11,30,15,Gratitude for the small joys that each day brings.,#Gratitude #SmallJoys,154,156,Gratitude,2012-03-30 11:20:00.000000 UTC,5.86
323,JoyfulReunion,52,USA,Instagram,25,2,2023,14,50,25,A surprise visit from an old friend brought tears of joy.,#Surprise #OldFriends,90,92,Surprise,2023-02-25 14:45:00.000000 UTC,4.02
324,JoyfulReunion2,13,Canada,Instagram,2,4,2020,9,50,25,Elation after a surprise reunion with old friends.,#Elation #OldFriends,123,125,Elation,2020-04-02 09:30:00.000000 UTC,6.03
325,JoyLabyrinth,19,USA,Facebook,5,12,2018,21,35,18,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",#Grief #LostJoyFootsteps,443,447,Grief,2018-12-05 21:45:00.000000 UTC,6.43
326,JugglingArtist,15,USA,Instagram,18,11,2019,15,50,25," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",#Playful #JugglingResponsibilities,276,280,Playful,2019-11-18 15:15:00.000000 UTC,6.51
327,JugglingArtist,15,USA,Instagram,18,11,2019,15,50,25," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",#Playful #JugglingResponsibilities,290,294,Playful,2019-11-18 15:15:00.000000 UTC,6.16
328,JugglingProHighSchool,57,Canada,Facebook,22,8,2023,12,40,22,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,#TextbookJuggling #HighSchoolSkills,664,668,Excitement,2023-08-22 12:30:00.000000 UTC,0.54
329,KatyPerryColorExplosion,49,USA,Instagram,22,6,2020,22,45,22,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",#Colorful #KatyPerry,524,528,Colorful,2020-06-22 22:00:00.000000 UTC,2.26
321,JoyfulDancer,37,USA,Twitter,12,7,2018,17,30,15," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",#Zest #CarefreeSpirit,248,252,Zest,2018-07-12 17:45:00.000000 UTC,7.94
322,JoyfulHeart2,18,Australia,Facebook,30,3,2012,11,30,15,Gratitude for the small joys that each day brings.,#Gratitude #SmallJoys,154,156,Gratitude,2012-03-30 11:20:00.000000 UTC,5.86
323,JoyfulReunion,38,USA,Instagram,25,2,2023,14,50,25,A surprise visit from an old friend brought tears of joy.,#Surprise #OldFriends,90,92,Surprise,2023-02-25 14:45:00.000000 UTC,4.02
324,JoyfulReunion2,37,Canada,Instagram,2,4,2020,9,50,25,Elation after a surprise reunion with old friends.,#Elation #OldFriends,123,125,Elation,2020-04-02 09:30:00.000000 UTC,6.03
325,JoyLabyrinth,22,USA,Facebook,5,12,2018,21,35,18,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",#Grief #LostJoyFootsteps,443,447,Grief,2018-12-05 21:45:00.000000 UTC,6.43
326,JugglingArtist,35,USA,Instagram,18,11,2019,15,50,25," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",#Playful #JugglingResponsibilities,276,280,Playful,2019-11-18 15:15:00.000000 UTC,6.51
327,JugglingArtist,33,USA,Instagram,18,11,2019,15,50,25," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",#Playful #JugglingResponsibilities,290,294,Playful,2019-11-18 15:15:00.000000 UTC,6.16
328,JugglingProHighSchool,45,Canada,Facebook,22,8,2023,12,40,22,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,#TextbookJuggling #HighSchoolSkills,664,668,Excitement,2023-08-22 12:30:00.000000 UTC,0.54
329,KatyPerryColorExplosion,46,USA,Instagram,22,6,2020,22,45,22,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",#Colorful #KatyPerry,524,528,Colorful,2020-06-22 22:00:00.000000 UTC,2.26
330,KeukenhofAdventurer,15,Netherlands,Instagram,2,4,2021,18,70,35,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",#Joy #SpringtimeColors,494,498,Joy,2021-04-02 18:20:00.000000 UTC,6.31
331,KindnessInAction,32,Australia,Instagram,15,1,2019,14,35,18,Compassion shown through acts of kindness in the community.,#Compassion #CommunityKindness,144,146,Compassion,2019-01-15 14:50:00.000000 UTC,5.99
332,KindnessObserver,45,USA,Twitter,28,2,2023,11,40,,Witnessed an act of kindness that made my day.,#Kindness #ActsOfKindness,98,100,Kind,2023-02-28 11:30:00.000000 UTC,2.85
333,KindnessPrevails,39,USA,Twitter,19,2,2023,11,40,20,Kindness witnessed today restored my faith in humanity.,#Kindness #Humanity,74,76,Kind,2023-02-19 11:30:00.000000 UTC,7.49
334,KindnessPrevails2,57,USA,Facebook,3,3,2023,11,45,22,Kindness witnessed today restores my faith in humanity.,#Kindness #HumanityRestored,107,109,Kind,2023-03-03 11:30:00.000000 UTC,0.8
